-43.9581, -19.9248
-43.9578, -19.9238
-43.9577, -19.9236
-43.9574, -19.9224
-43.9571, -19.9211
-43.9567, -19.92
-43.9567, -19.9199
-43.9565, -19.9191
-43.9577, -19.9236
-43.9574, -19.9224
-43.9571, -19.9211
-43.9567, -19.92
-43.9567, -19.9199
-43.9543, -19.9176
-43.9548, -19.9178
-43.955, -19.9179
-43.9552, -19.918
-43.9556, -19.9181
-43.9557, -19.9182
-43.9558, -19.9183
-43.9564, -19.9186
-43.9565, -19.9186
-43.9565, -19.9186
-43.9565, -19.9188
-43.9566, -19.9192
-43.9569, -19.92
-43.9569, -19.9201
-43.9577, -19.9236
-43.9574, -19.9224
-43.9571, -19.9211
-43.9567, -19.92
-43.9567, -19.9199
-43.9565, -19.9191
-43.9564, -19.9189
-43.9564, -19.9187
-43.9563, -19.9187
-43.9561, -19.9186
-43.9559, -19.9185
-43.9561, -19.9186
-43.9559, -19.9185
-43.9581, -19.9248
-43.9578, -19.9238
-43.9577, -19.9236
-43.9574, -19.9224
-43.9571, -19.9211
-43.9567, -19.92
-43.9567, -19.9199
-43.9552, -19.918
-43.9556, -19.9181
-43.9557, -19.9182
-43.9558, -19.9183
-43.9564, -19.9186
-43.9565, -19.9186
-43.9565, -19.9186
-43.9565, -19.9188
-43.9566, -19.9192
-43.9569, -19.92
-43.9569, -19.9201
-43.9571, -19.9206
-43.9572, -19.9211
-43.9576, -19.9225
-43.9579, -19.9238
-43.958, -19.9241
-43.9581, -19.9248
-43.9578, -19.9238
-43.9577, -19.9236
-43.9574, -19.9224
-43.9571, -19.9211
-43.9567, -19.92
-43.9552, -19.918
-43.9556, -19.9181
-43.9557, -19.9182
-43.9558, -19.9183
-43.9564, -19.9186
-43.9565, -19.9186
-43.9565, -19.9186
-43.9565, -19.9188
-43.9566, -19.9192
-43.9569, -19.92
-43.9569, -19.9201
-43.9571, -19.9206
-43.9572, -19.9211
-43.9576, -19.9225
-43.9579, -19.9238
-43.958, -19.9241
-43.9581, -19.9243
-43.9581, -19.9244
-43.9582, -19.925
-43.9584, -19.9255
-43.9585, -19.9258
